feature 1,feature 2,feature 3,feature 4,feature 5,label
-1.7452927886068632,-0.8371620283172803,-0.8854805395052318,-0.1900824875460079,-0.11116067755254053,-2.8357406710782485
-1.1132488435125805,-1.1013843935093421,1.1320687457851533,0.3616605831431355,-0.2653013270146748,-0.32056757711541994
0.05583913670233144,1.2074501786593352,-0.8996751505405384,0.9334297415741079,0.38297531051606104,-0.7138685610280565
0.8163743544863706,0.6983598285730334,0.4979123112011896,-0.298097152211829,-0.1968204120959831,-1.8320076477977316
-0.7850051709654526,0.7452894983973394,-1.212069524802521,0.2910870980286577,1.3343752823694086,0.8480353635597299
-0.09274143480892924,-0.22887983765281944,1.1530521305297206,-0.6087524506970224,-0.7301638284010753,0.4835054407970226
-1.0404655846687525,0.6216249755458872,1.2206392362356602,0.4072195314437194,1.5923593891864822,0.7451471971454376
1.8019199689593384,0.11559507602141332,-0.5953299140286827,0.4296617378203055,-0.08249486866439447,-1.1671164104965372
1.7801412158589598,-0.04067974240913444,0.7734870706344761,-0.6151942978613981,0.14256599695557168,-2.0739300922498503
-0.2645469737536057,-0.9289766161549584,-2.0460524322166957,-0.8092802901785539,-1.8648119665948453,-0.11172314798328033
-1.7529292160700969,-0.11989240765493694,0.3966970348539837,-1.5135905989787974,-0.21018792277230589,1.5572751833311438
1.5492733108056722,0.36338403848140377,-0.26954424363590473,-0.7275055141726803,-0.2809021823699351,-0.2818692288678849
-3.1638225647419884,0.11929175461645455,-1.5531310323223761,0.9361293647978468,1.11467082612364,1.3314622910227136
-0.14917076401467436,1.328773038746064,-0.2725693602624497,-0.6840756141936997,0.3832796365249404,-0.3730148933874828
-0.6833376870046355,0.31022787464036283,0.6600385286340096,0.4001546411794213,-0.6769214356161515,2.4519714144981664
