sliding_tackle,aggression,scaled_sliding_tackle,scaled_aggression
23,63,0.9676714731426067,3.7238430948229744
26,48,1.093889491378599,2.83721378653179
33,56,1.3883982005959141,3.3100827509537547
38,78,1.5987615643225677,4.610472403114159
11,29,0.462799400198638,1.7141499960296231
19,80,0.7993807821612838,4.72868964421965
13,38,0.5469447456892995,2.2461275810043335
22,54,0.925598800397276,3.1918655098482636
69,60,2.9030144194278202,3.5465172331647374
18,50,0.7573081094159531,2.9554310276372813
91,84,3.828613219825096,4.9651241264306325
40,68,1.6829069098132292,4.0193861975867025
16,23,0.6731627639252916,1.3594982727131493
35,80,1.4725435460865755,4.72868964421965
73,62,3.0713051104091433,3.6647344742702286
52,65,2.187778982757198,3.8420603359284655
12,63,0.5048720729439687,3.7238430948229744
90,92,3.7865405470797655,5.437993090852597
11,38,0.462799400198638,2.2461275810043335
20,48,0.8414534549066146,2.83721378653179
18,34,0.7573081094159531,2.0096930987933512
11,69,0.462799400198638,4.078494818139448
62,57,2.608505710210505,3.3691913715065005
36,43,1.5146162188319061,2.5416706837680616
88,82,3.702395201589104,4.846906885325141
90,82,3.7865405470797655,4.846906885325141
89,88,3.744467874334435,5.201558608641615
90,66,3.7865405470797655,3.9011689564812113
19,48,0.7993807821612838,2.83721378653179
18,31,0.7573081094159531,1.8323672371351143
88,77,3.702395201589104,4.551363782561413
27,84,1.1359621641239297,4.9651241264306325
26,47,1.093889491378599,2.7781051659790443
85,90,3.5761771833531117,5.319775849747106
79,89,3.3237411468811273,5.26066722919436
66,75,2.7767964011918282,4.433146541455922
22,44,0.925598800397276,2.6007793043208074
85,93,3.5761771833531117,5.497101711405343
27,84,1.1359621641239297,4.9651241264306325
87,84,3.6603225288437735,4.9651241264306325
62,56,2.608505710210505,3.3100827509537547
53,67,2.2298516555025287,3.9602775770339567
29,51,1.220107509614591,3.0145396481900266
13,25,0.5469447456892995,1.4777155138186406
86,72,3.618249856098443,4.255820679797685
56,58,2.3560696737385207,3.4282999920592463
38,74,1.5987615643225677,4.374037920903176
30,65,1.262180182359922,3.8420603359284655
51,58,2.145706310011867,3.4282999920592463
83,69,3.4920318378624504,4.078494818139448
30,72,1.262180182359922,4.255820679797685
84,82,3.534104510607781,4.846906885325141
44,57,1.851197600794552,3.3691913715065005
80,85,3.3658138196264584,5.024232746983378
40,55,1.6829069098132292,3.2509741304010094
46,49,1.9353429462852134,2.8963224070845355
85,81,3.5761771833531117,4.787798264772396
84,86,3.534104510607781,5.083341367536123
34,93,1.4304708733412448,5.497101711405343
88,88,3.702395201589104,5.201558608641615
87,91,3.6603225288437735,5.378884470299852
40,59,1.6829069098132292,3.4874086126119916
86,91,3.618249856098443,5.378884470299852
86,83,3.618249856098443,4.906015505877887
12,65,0.5048720729439687,3.8420603359284655
62,45,2.608505710210505,2.659887924873553
26,52,1.093889491378599,3.0736482687427724
87,94,3.6603225288437735,5.556210331958089
12,17,0.5048720729439687,1.0048465493966756
26,61,1.093889491378599,3.6056258537174832
85,77,3.5761771833531117,4.551363782561413
20,56,0.8414534549066146,3.3100827509537547
86,87,3.618249856098443,5.142449988088869
22,34,0.925598800397276,2.0096930987933512
51,71,2.145706310011867,4.196712059244939
30,70,1.262180182359922,4.137603438692194
14,32,0.5890174184346302,1.8914758576878599
55,69,2.31399700099319,4.078494818139448
13,31,0.5469447456892995,1.8323672371351143
18,28,0.7573081094159531,1.6550413754768774
10,43,0.4207267274533073,2.5416706837680616
83,86,3.4920318378624504,5.083341367536123
83,75,3.4920318378624504,4.433146541455922
64,68,2.6926510557011665,4.0193861975867025
87,80,3.6603225288437735,4.72868964421965
56,73,2.3560696737385207,4.31492930035043
66,68,2.7767964011918282,4.0193861975867025
80,78,3.3658138196264584,4.610472403114159
86,83,3.618249856098443,4.906015505877887
81,85,3.407886492371789,5.024232746983378
11,31,0.462799400198638,1.8323672371351143
86,81,3.618249856098443,4.787798264772396
84,87,3.534104510607781,5.142449988088869
88,70,3.702395201589104,4.137603438692194
85,87,3.5761771833531117,5.142449988088869
39,45,1.6408342370678983,2.659887924873553
35,58,1.4725435460865755,3.4282999920592463
85,72,3.5761771833531117,4.255820679797685
57,84,2.3981423464838514,4.9651241264306325
38,73,1.5987615643225677,4.31492930035043
86,81,3.618249856098443,4.787798264772396
26,48,1.093889491378599,2.83721378653179
21,55,0.8835261276519453,3.2509741304010094
85,87,3.5761771833531117,5.142449988088869
12,41,0.5048720729439687,2.4234534426625705
87,86,3.6603225288437735,5.083341367536123
85,79,3.5761771833531117,4.669581023666904
76,86,3.1975231286451353,5.083341367536123
75,83,3.1554504558998047,4.906015505877887
75,86,3.1554504558998047,5.083341367536123
31,56,1.3042528551052526,3.3100827509537547
16,35,0.6731627639252916,2.068801719346097
85,79,3.5761771833531117,4.669581023666904
45,59,1.8932702735398828,3.4874086126119916
16,51,0.6731627639252916,3.0145396481900266
51,44,2.145706310011867,2.6007793043208074
78,82,3.2816684741357967,4.846906885325141
10,36,0.4207267274533073,2.1279103398988424
14,20,0.5890174184346302,1.1821724110549126
21,52,0.8835261276519453,3.0736482687427724
84,82,3.534104510607781,4.846906885325141
19,75,0.7993807821612838,4.433146541455922
84,88,3.534104510607781,5.201558608641615
84,84,3.534104510607781,4.9651241264306325
83,78,3.4920318378624504,4.610472403114159
34,56,1.4304708733412448,3.3100827509537547
49,82,2.0615609645212056,4.846906885325141
40,62,1.6829069098132292,3.6647344742702286
33,54,1.3883982005959141,3.1918655098482636
61,77,2.5664330374651745,4.551363782561413
87,89,3.6603225288437735,5.26066722919436
17,26,0.7152354366706224,1.5368241343713862
63,63,2.650578382955836,3.7238430948229744
61,61,2.5664330374651745,3.6056258537174832
82,81,3.4499591651171198,4.787798264772396
8,35,0.3365813819626458,2.068801719346097
78,84,3.2816684741357967,4.9651241264306325
85,83,3.5761771833531117,4.906015505877887
41,63,1.7249795825585599,3.7238430948229744
32,83,1.3463255278505832,4.906015505877887
17,62,0.7152354366706224,3.6647344742702286
86,80,3.618249856098443,4.72868964421965
71,75,2.9871597649184816,4.433146541455922
83,80,3.4920318378624504,4.72868964421965
19,40,0.7993807821612838,2.364344822109825
83,78,3.4920318378624504,4.610472403114159
42,66,1.7670522553038905,3.9011689564812113
78,88,3.2816684741357967,5.201558608641615
23,61,0.9676714731426067,3.6056258537174832
13,38,0.5469447456892995,2.2461275810043335
82,74,3.4499591651171198,4.374037920903176
19,25,0.7993807821612838,1.4777155138186406
79,81,3.3237411468811273,4.787798264772396
85,84,3.5761771833531117,4.9651241264306325
18,63,0.7573081094159531,3.7238430948229744
32,77,1.3463255278505832,4.551363782561413
84,90,3.534104510607781,5.319775849747106
51,65,2.145706310011867,3.8420603359284655
51,58,2.145706310011867,3.4282999920592463
27,30,1.1359621641239297,1.7732586165823687
68,68,2.8609417466824896,4.0193861975867025
26,72,1.093889491378599,4.255820679797685
83,78,3.4920318378624504,4.610472403114159
47,31,1.9774156190305443,1.8323672371351143
78,87,3.2816684741357967,5.142449988088869
86,81,3.618249856098443,4.787798264772396
82,73,3.4499591651171198,4.31492930035043
32,54,1.3463255278505832,3.1918655098482636
73,79,3.0713051104091433,4.669581023666904
28,75,1.1780348368692604,4.433146541455922
43,57,1.8091249280492214,3.3691913715065005
64,88,2.6926510557011665,5.201558608641615
62,74,2.608505710210505,4.374037920903176
83,79,3.4920318378624504,4.669581023666904
61,69,2.5664330374651745,4.078494818139448
11,39,0.462799400198638,2.3052362015570793
12,38,0.5048720729439687,2.2461275810043335
39,57,1.6408342370678983,3.3691913715065005
80,83,3.3658138196264584,4.906015505877887
25,61,1.0518168186332681,3.6056258537174832
83,83,3.4920318378624504,4.906015505877887
82,74,3.4499591651171198,4.374037920903176
77,83,3.239595801390466,4.906015505877887
13,33,0.5469447456892995,1.9505844782406057
71,74,2.9871597649184816,4.374037920903176
62,52,2.608505710210505,3.0736482687427724
84,81,3.534104510607781,4.787798264772396
78,83,3.2816684741357967,4.906015505877887
14,36,0.5890174184346302,2.1279103398988424
52,64,2.187778982757198,3.7829517153757197
82,88,3.4499591651171198,5.201558608641615
37,55,1.556688891577237,3.2509741304010094
20,62,0.8414534549066146,3.6647344742702286
82,84,3.4499591651171198,4.9651241264306325
24,32,1.0097441458879375,1.8914758576878599
13,62,0.5469447456892995,3.6647344742702286
74,78,3.113377783154474,4.610472403114159
13,23,0.5469447456892995,1.3594982727131493
16,30,0.6731627639252916,1.7732586165823687
35,58,1.4725435460865755,3.4282999920592463
82,85,3.4499591651171198,5.024232746983378
71,81,2.9871597649184816,4.787798264772396
30,71,1.262180182359922,4.196712059244939
69,73,2.9030144194278202,4.31492930035043
28,54,1.1780348368692604,3.1918655098482636
80,70,3.3658138196264584,4.137603438692194
32,52,1.3463255278505832,3.0736482687427724
19,63,0.7993807821612838,3.7238430948229744
64,81,2.6926510557011665,4.787798264772396
36,59,1.5146162188319061,3.4874086126119916
27,60,1.1359621641239297,3.5465172331647374
44,65,1.851197600794552,3.8420603359284655
77,66,3.239595801390466,3.9011689564812113
79,84,3.3237411468811273,4.9651241264306325
14,62,0.5890174184346302,3.6647344742702286
37,80,1.556688891577237,4.72868964421965
63,71,2.650578382955836,4.196712059244939
11,27,0.462799400198638,1.5959327549241318
58,68,2.440215019229182,4.0193861975867025
81,89,3.407886492371789,5.26066722919436
31,56,1.3042528551052526,3.3100827509537547
84,83,3.534104510607781,4.906015505877887
84,86,3.534104510607781,5.083341367536123
80,92,3.3658138196264584,5.437993090852597
78,79,3.2816684741357967,4.669581023666904
62,76,2.608505710210505,4.492255162008667
33,59,1.3883982005959141,3.4874086126119916
54,34,2.2719243282478594,2.0096930987933512
18,23,0.7573081094159531,1.3594982727131493
22,40,0.925598800397276,2.364344822109825
83,90,3.4920318378624504,5.319775849747106
80,92,3.3658138196264584,5.437993090852597
51,67,2.145706310011867,3.9602775770339567
23,60,0.9676714731426067,3.5465172331647374
85,73,3.5761771833531117,4.31492930035043
68,92,2.8609417466824896,5.437993090852597
58,56,2.440215019229182,3.3100827509537547
52,68,2.187778982757198,4.0193861975867025
30,65,1.262180182359922,3.8420603359284655
23,73,0.9676714731426067,4.31492930035043
14,32,0.5890174184346302,1.8914758576878599
82,89,3.4499591651171198,5.26066722919436
85,82,3.5761771833531117,4.846906885325141
48,64,2.019488291775875,3.7829517153757197
68,70,2.8609417466824896,4.137603438692194
30,55,1.262180182359922,3.2509741304010094
86,76,3.618249856098443,4.492255162008667
75,78,3.1554504558998047,4.610472403114159
79,90,3.3237411468811273,5.319775849747106
40,56,1.6829069098132292,3.3100827509537547
42,58,1.7670522553038905,3.4282999920592463
57,74,2.3981423464838514,4.374037920903176
20,70,0.8414534549066146,4.137603438692194
67,73,2.818869073937159,4.31492930035043
12,40,0.5048720729439687,2.364344822109825
55,57,2.31399700099319,3.3691913715065005
25,46,1.0518168186332681,2.7189965454262985
30,81,1.262180182359922,4.787798264772396
76,80,3.1975231286451353,4.72868964421965
34,63,1.4304708733412448,3.7238430948229744
24,18,1.0097441458879375,1.0639551699494212
77,91,3.239595801390466,5.378884470299852
16,32,0.6731627639252916,1.8914758576878599
82,81,3.4499591651171198,4.787798264772396
64,64,2.6926510557011665,3.7829517153757197
79,84,3.3237411468811273,4.9651241264306325
20,76,0.8414534549066146,4.492255162008667
82,86,3.4499591651171198,5.083341367536123
25,59,1.0518168186332681,3.4874086126119916
65,79,2.734723728446497,4.669581023666904
82,78,3.4499591651171198,4.610472403114159
71,78,2.9871597649184816,4.610472403114159
39,66,1.6408342370678983,3.9011689564812113
19,40,0.7993807821612838,2.364344822109825
12,42,0.5048720729439687,2.4825620632153163
84,71,3.534104510607781,4.196712059244939
12,60,0.5048720729439687,3.5465172331647374
85,87,3.5761771833531117,5.142449988088869
14,57,0.5890174184346302,3.3691913715065005
12,18,0.5048720729439687,1.0639551699494212
81,64,3.407886492371789,3.7829517153757197
44,33,1.851197600794552,1.9505844782406057
80,83,3.3658138196264584,4.906015505877887
79,74,3.3237411468811273,4.374037920903176
19,11,0.7993807821612838,0.6501948260802018
68,74,2.8609417466824896,4.374037920903176
14,22,0.5890174184346302,1.3003896521604037
83,79,3.4920318378624504,4.669581023666904
13,28,0.5469447456892995,1.6550413754768774
20,72,0.8414534549066146,4.255820679797685
81,78,3.407886492371789,4.610472403114159
31,66,1.3042528551052526,3.9011689564812113
65,80,2.734723728446497,4.72868964421965
77,86,3.239595801390466,5.083341367536123
38,67,1.5987615643225677,3.9602775770339567
82,82,3.4499591651171198,4.846906885325141
13,34,0.5469447456892995,2.0096930987933512
33,67,1.3883982005959141,3.9602775770339567
19,56,0.7993807821612838,3.3100827509537547
78,77,3.2816684741357967,4.551363782561413
36,57,1.5146162188319061,3.3691913715065005
17,51,0.7152354366706224,3.0145396481900266
76,64,3.1975231286451353,3.7829517153757197
85,85,3.5761771833531117,5.024232746983378
24,86,1.0097441458879375,5.083341367536123
26,73,1.093889491378599,4.31492930035043
70,68,2.945087092173151,4.0193861975867025
31,66,1.3042528551052526,3.9011689564812113
75,88,3.1554504558998047,5.201558608641615
84,73,3.534104510607781,4.31492930035043
79,74,3.3237411468811273,4.374037920903176
28,64,1.1780348368692604,3.7829517153757197
30,80,1.262180182359922,4.72868964421965
69,74,2.9030144194278202,4.374037920903176
77,69,3.239595801390466,4.078494818139448
51,92,2.145706310011867,5.437993090852597
36,66,1.5146162188319061,3.9011689564812113
80,68,3.3658138196264584,4.0193861975867025
70,78,2.945087092173151,4.610472403114159
81,72,3.407886492371789,4.255820679797685
11,32,0.462799400198638,1.8914758576878599
40,85,1.6829069098132292,5.024232746983378
79,73,3.3237411468811273,4.31492930035043
58,67,2.440215019229182,3.9602775770339567
66,44,2.7767964011918282,2.6007793043208074
83,74,3.4920318378624504,4.374037920903176
11,25,0.462799400198638,1.4777155138186406
81,64,3.407886492371789,3.7829517153757197
26,55,1.093889491378599,3.2509741304010094
26,67,1.093889491378599,3.9602775770339567
52,73,2.187778982757198,4.31492930035043
21,62,0.8835261276519453,3.6647344742702286
34,68,1.4304708733412448,4.0193861975867025
84,79,3.534104510607781,4.669581023666904
82,83,3.4499591651171198,4.906015505877887
85,82,3.5761771833531117,4.846906885325141
72,87,3.0292324376638122,5.142449988088869
56,64,2.3560696737385207,3.7829517153757197
85,87,3.5761771833531117,5.142449988088869
52,75,2.187778982757198,4.433146541455922
84,77,3.534104510607781,4.551363782561413
81,75,3.407886492371789,4.433146541455922
31,45,1.3042528551052526,2.659887924873553
82,77,3.4499591651171198,4.551363782561413
78,72,3.2816684741357967,4.255820679797685
23,48,0.9676714731426067,2.83721378653179
13,31,0.5469447456892995,1.8323672371351143
79,77,3.3237411468811273,4.551363782561413
80,76,3.3658138196264584,4.492255162008667
80,83,3.3658138196264584,4.906015505877887
65,82,2.734723728446497,4.846906885325141
74,58,3.113377783154474,3.4282999920592463
25,47,1.0518168186332681,2.7781051659790443
10,30,0.4207267274533073,1.7732586165823687
30,58,1.262180182359922,3.4282999920592463
74,86,3.113377783154474,5.083341367536123
73,69,3.0713051104091433,4.078494818139448
28,70,1.1780348368692604,4.137603438692194
38,71,1.5987615643225677,4.196712059244939
22,51,0.925598800397276,3.0145396481900266
82,80,3.4499591651171198,4.72868964421965
10,83,0.4207267274533073,4.906015505877887
79,86,3.3237411468811273,5.083341367536123
78,83,3.2816684741357967,4.906015505877887
30,50,1.262180182359922,2.9554310276372813
83,78,3.4920318378624504,4.610472403114159
80,80,3.3658138196264584,4.72868964421965
18,41,0.7573081094159531,2.4234534426625705
34,52,1.4304708733412448,3.0736482687427724
16,34,0.6731627639252916,2.0096930987933512
80,77,3.3658138196264584,4.551363782561413
51,58,2.145706310011867,3.4282999920592463
72,72,3.0292324376638122,4.255820679797685
63,84,2.650578382955836,4.9651241264306325
81,80,3.407886492371789,4.72868964421965
13,37,0.5469447456892995,2.187018960451588
13,31,0.5469447456892995,1.8323672371351143
22,61,0.925598800397276,3.6056258537174832
84,73,3.534104510607781,4.31492930035043
23,80,0.9676714731426067,4.72868964421965
74,82,3.113377783154474,4.846906885325141
80,80,3.3658138196264584,4.72868964421965
77,83,3.239595801390466,4.906015505877887
75,80,3.1554504558998047,4.72868964421965
14,43,0.5890174184346302,2.5416706837680616
14,22,0.5890174184346302,1.3003896521604037
37,81,1.556688891577237,4.787798264772396
82,68,3.4499591651171198,4.0193861975867025
74,93,3.113377783154474,5.497101711405343
18,62,0.7573081094159531,3.6647344742702286
35,75,1.4725435460865755,4.433146541455922
69,73,2.9030144194278202,4.31492930035043
69,70,2.9030144194278202,4.137603438692194
80,76,3.3658138196264584,4.492255162008667
44,41,1.851197600794552,2.4234534426625705
60,74,2.524360364719844,4.374037920903176
16,27,0.6731627639252916,1.5959327549241318
76,78,3.1975231286451353,4.610472403114159
24,42,1.0097441458879375,2.4825620632153163
53,69,2.2298516555025287,4.078494818139448
82,70,3.4499591651171198,4.137603438692194
76,76,3.1975231286451353,4.492255162008667
25,48,1.0518168186332681,2.83721378653179
71,56,2.9871597649184816,3.3100827509537547
75,75,3.1554504558998047,4.433146541455922
77,65,3.239595801390466,3.8420603359284655
69,73,2.9030144194278202,4.31492930035043
81,72,3.407886492371789,4.255820679797685
79,83,3.3237411468811273,4.906015505877887
41,41,1.7249795825585599,2.4234534426625705
84,91,3.534104510607781,5.378884470299852
73,79,3.0713051104091433,4.669581023666904
16,18,0.6731627639252916,1.0639551699494212
30,59,1.262180182359922,3.4874086126119916
77,84,3.239595801390466,4.9651241264306325
42,70,1.7670522553038905,4.137603438692194
19,38,0.7993807821612838,2.2461275810043335
86,78,3.618249856098443,4.610472403114159
42,47,1.7670522553038905,2.7781051659790443
22,61,0.925598800397276,3.6056258537174832
80,76,3.3658138196264584,4.492255162008667
75,75,3.1554504558998047,4.433146541455922
75,76,3.1554504558998047,4.492255162008667
13,18,0.5469447456892995,1.0639551699494212
35,62,1.4725435460865755,3.6647344742702286
18,65,0.7573081094159531,3.8420603359284655
81,75,3.407886492371789,4.433146541455922
78,74,3.2816684741357967,4.374037920903176
26,58,1.093889491378599,3.4282999920592463
33,75,1.3883982005959141,4.433146541455922
80,85,3.3658138196264584,5.024232746983378
70,87,2.945087092173151,5.142449988088869
26,56,1.093889491378599,3.3100827509537547
22,50,0.925598800397276,2.9554310276372813
28,32,1.1780348368692604,1.8914758576878599
54,66,2.2719243282478594,3.9011689564812113
86,83,3.618249856098443,4.906015505877887
55,73,2.31399700099319,4.31492930035043
81,82,3.407886492371789,4.846906885325141
82,85,3.4499591651171198,5.024232746983378
31,66,1.3042528551052526,3.9011689564812113
15,40,0.631090091179961,2.364344822109825
82,76,3.4499591651171198,4.492255162008667
49,70,2.0615609645212056,4.137603438692194
67,77,2.818869073937159,4.551363782561413
42,66,1.7670522553038905,3.9011689564812113
75,85,3.1554504558998047,5.024232746983378
12,26,0.5048720729439687,1.5368241343713862
70,66,2.945087092173151,3.9011689564812113
78,81,3.2816684741357967,4.787798264772396
25,54,1.0518168186332681,3.1918655098482636
44,67,1.851197600794552,3.9602775770339567
77,88,3.239595801390466,5.201558608641615
33,67,1.3883982005959141,3.9602775770339567
76,70,3.1975231286451353,4.137603438692194
25,54,1.0518168186332681,3.1918655098482636
53,75,2.2298516555025287,4.433146541455922
32,48,1.3463255278505832,2.83721378653179
79,66,3.3237411468811273,3.9011689564812113
13,74,0.5469447456892995,4.374037920903176
80,88,3.3658138196264584,5.201558608641615
81,81,3.407886492371789,4.787798264772396
78,79,3.2816684741357967,4.669581023666904
70,69,2.945087092173151,4.078494818139448
35,56,1.4725435460865755,3.3100827509537547
24,67,1.0097441458879375,3.9602775770339567
33,75,1.3883982005959141,4.433146541455922
85,88,3.5761771833531117,5.201558608641615
74,74,3.113377783154474,4.374037920903176
82,76,3.4499591651171198,4.492255162008667
79,74,3.3237411468811273,4.374037920903176
18,63,0.7573081094159531,3.7238430948229744
40,53,1.6829069098132292,3.132756889295518
79,77,3.3237411468811273,4.551363782561413
32,53,1.3463255278505832,3.132756889295518
26,60,1.093889491378599,3.5465172331647374
11,45,0.462799400198638,2.659887924873553
81,75,3.407886492371789,4.433146541455922
88,82,3.702395201589104,4.846906885325141
64,80,2.6926510557011665,4.72868964421965
25,61,1.0518168186332681,3.6056258537174832
24,80,1.0097441458879375,4.72868964421965
40,55,1.6829069098132292,3.2509741304010094
36,55,1.5146162188319061,3.2509741304010094
72,82,3.0292324376638122,4.846906885325141
77,79,3.239595801390466,4.669581023666904
82,78,3.4499591651171198,4.610472403114159
15,33,0.631090091179961,1.9505844782406057
50,66,2.1036336372665363,3.9011689564812113
82,79,3.4499591651171198,4.669581023666904
68,59,2.8609417466824896,3.4874086126119916
55,59,2.31399700099319,3.4874086126119916
39,74,1.6408342370678983,4.374037920903176
82,73,3.4499591651171198,4.31492930035043
59,53,2.482287691974513,3.132756889295518
78,85,3.2816684741357967,5.024232746983378
83,82,3.4920318378624504,4.846906885325141
80,76,3.3658138196264584,4.492255162008667
84,84,3.534104510607781,4.9651241264306325
80,84,3.3658138196264584,4.9651241264306325
36,65,1.5146162188319061,3.8420603359284655
13,43,0.5469447456892995,2.5416706837680616
14,15,0.5890174184346302,0.8866293082911844
22,83,0.925598800397276,4.906015505877887
73,84,3.0713051104091433,4.9651241264306325
27,35,1.1359621641239297,2.068801719346097
68,68,2.8609417466824896,4.0193861975867025
79,81,3.3237411468811273,4.787798264772396
39,70,1.6408342370678983,4.137603438692194
81,87,3.407886492371789,5.142449988088869
59,73,2.482287691974513,4.31492930035043
12,32,0.5048720729439687,1.8914758576878599
11,39,0.462799400198638,2.3052362015570793
14,36,0.5890174184346302,2.1279103398988424
31,45,1.3042528551052526,2.659887924873553
79,79,3.3237411468811273,4.669581023666904
73,69,3.0713051104091433,4.078494818139448
79,70,3.3237411468811273,4.137603438692194
75,80,3.1554504558998047,4.72868964421965
12,34,0.5048720729439687,2.0096930987933512
81,79,3.407886492371789,4.669581023666904
11,63,0.462799400198638,3.7238430948229744
16,37,0.6731627639252916,2.187018960451588
70,64,2.945087092173151,3.7829517153757197
59,65,2.482287691974513,3.8420603359284655
30,40,1.262180182359922,2.364344822109825
35,90,1.4725435460865755,5.319775849747106
18,25,0.7573081094159531,1.4777155138186406
38,83,1.5987615643225677,4.906015505877887
54,74,2.2719243282478594,4.374037920903176
77,80,3.239595801390466,4.72868964421965
16,37,0.6731627639252916,2.187018960451588
79,80,3.3237411468811273,4.72868964421965
61,68,2.5664330374651745,4.0193861975867025
79,75,3.3237411468811273,4.433146541455922
79,77,3.3237411468811273,4.551363782561413
55,44,2.31399700099319,2.6007793043208074
71,81,2.9871597649184816,4.787798264772396
15,36,0.631090091179961,2.1279103398988424
13,27,0.5469447456892995,1.5959327549241318
68,78,2.8609417466824896,4.610472403114159
81,75,3.407886492371789,4.433146541455922
45,65,1.8932702735398828,3.8420603359284655
78,75,3.2816684741357967,4.433146541455922
27,61,1.1359621641239297,3.6056258537174832
79,74,3.3237411468811273,4.374037920903176
32,47,1.3463255278505832,2.7781051659790443
74,74,3.113377783154474,4.374037920903176
78,73,3.2816684741357967,4.31492930035043
80,79,3.3658138196264584,4.669581023666904
76,69,3.1975231286451353,4.078494818139448
78,82,3.2816684741357967,4.846906885325141
62,58,2.608505710210505,3.4282999920592463
45,57,1.8932702735398828,3.3691913715065005
31,62,1.3042528551052526,3.6647344742702286
32,66,1.3463255278505832,3.9011689564812113
66,66,2.7767964011918282,3.9011689564812113
45,63,1.8932702735398828,3.7238430948229744
79,74,3.3237411468811273,4.374037920903176
81,75,3.407886492371789,4.433146541455922
43,47,1.8091249280492214,2.7781051659790443
25,41,1.0518168186332681,2.4234534426625705
63,65,2.650578382955836,3.8420603359284655
32,67,1.3463255278505832,3.9602775770339567
79,71,3.3237411468811273,4.196712059244939
75,78,3.1554504558998047,4.610472403114159
62,60,2.608505710210505,3.5465172331647374
78,83,3.2816684741357967,4.906015505877887
76,78,3.1975231286451353,4.610472403114159
24,76,1.0097441458879375,4.492255162008667
81,73,3.407886492371789,4.31492930035043
77,80,3.239595801390466,4.72868964421965
20,62,0.8414534549066146,3.6647344742702286
78,78,3.2816684741357967,4.610472403114159
73,84,3.0713051104091433,4.9651241264306325
33,68,1.3883982005959141,4.0193861975867025
15,75,0.631090091179961,4.433146541455922
84,88,3.534104510607781,5.201558608641615
80,78,3.3658138196264584,4.610472403114159
64,56,2.6926510557011665,3.3100827509537547
79,75,3.3237411468811273,4.433146541455922
80,85,3.3658138196264584,5.024232746983378
30,52,1.262180182359922,3.0736482687427724
79,76,3.3237411468811273,4.492255162008667
27,48,1.1359621641239297,2.83721378653179
81,75,3.407886492371789,4.433146541455922
26,59,1.093889491378599,3.4874086126119916
73,65,3.0713051104091433,3.8420603359284655
43,52,1.8091249280492214,3.0736482687427724
24,60,1.0097441458879375,3.5465172331647374
25,75,1.0518168186332681,4.433146541455922
76,88,3.1975231286451353,5.201558608641615
25,73,1.0518168186332681,4.31492930035043
77,86,3.239595801390466,5.083341367536123
20,57,0.8414534549066146,3.3691913715065005
77,58,3.239595801390466,3.4282999920592463
73,87,3.0713051104091433,5.142449988088869
78,81,3.2816684741357967,4.787798264772396
14,38,0.5890174184346302,2.2461275810043335
43,54,1.8091249280492214,3.1918655098482636
14,85,0.5890174184346302,5.024232746983378
78,81,3.2816684741357967,4.787798264772396
81,75,3.407886492371789,4.433146541455922
21,48,0.8835261276519453,2.83721378653179
79,76,3.3237411468811273,4.492255162008667
78,86,3.2816684741357967,5.083341367536123
16,18,0.6731627639252916,1.0639551699494212
35,44,1.4725435460865755,2.6007793043208074
16,55,0.6731627639252916,3.2509741304010094
14,25,0.5890174184346302,1.4777155138186406
